Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
4410,Lucas,51,Female,New York,2023-01-27,375.1
4411,Alice,58,Female,Paris,2024-01-10,0.0
4412,Louis,35,Female,San Antonio,2024-09-23,659.28
4413,Ines,46,Female,Marseille,2024-04-02,0.0
4414,Sarah,31,Female,Houston,2023-09-23,135.95
4415,Lucas,37,Female,Marseille,2024-04-29,286.05
4416,Louis,26,Female,Marseille,2024-03-26,0.0
4417,Jules,45,Female,Chicago,2024-05-23,447.65
4418,Lucas,51,Male,Nice,2023-06-06,327.05
4419,Nathan,32,Female,Houston,2024-01-09,129.95
4420,Lucas,31,Female,Atlanta,2023-08-16,439.8
4421,Jules,23,Male,Phoenix,2023-04-15,1358.14
4422,Lucas,67,Male,Seattle,2023-02-14,1097.68
4423,Charlie,63,Female,Chicago,2023-08-12,488.61
4424,Hugo,70,Female,Paris,2024-04-02,0.0
4425,Tom,29,Male,Denver,2023-05-20,747.1
4426,Chloe,50,Female,Paris,2023-09-18,336.7
4427,Manon,45,Male,Chicago,2024-07-20,559.28
4428,Charlie,22,Female,Toulouse,2023-09-16,1603.76
4429,Louis,20,Female,Toulouse,2024-03-12,0.0
4430,Tom,41,Female,Phoenix,2024-08-01,79.8
4431,Lucas,33,Female,Seattle,2023-03-27,0.0
4432,Chloe,47,Female,Seattle,2023-06-12,0.0
4433,Noah,54,Male,San Antonio,2023-07-11,831.62
4434,Lina,18,Male,Seattle,2023-12-25,0.0
4435,Jules,40,Male,Atlanta,2024-04-22,1134.75
4436,Lucas,29,Female,New York,2023-05-09,223.5
4437,Charlie,42,Female,Philadelphia,2023-08-30,0.0
4438,Charlie,19,Male,Seattle,2023-08-17,0.0
4439,Charlie,18,Female,Boston,2024-04-13,167.55
4440,Lucas,42,Male,Seattle,2023-10-14,620.5
4441,Ines,42,Male,Miami,2023-01-16,2584.66
4442,Tom,23,Male,Dallas,2023-12-02,335.18
4443,Alice,42,Male,Nice,2024-06-29,0.0
4444,Adam,26,Female,Philadelphia,2024-09-13,339.0
4445,Camille,44,Male,Chicago,2024-08-18,0.0
4446,Nathan,35,Female,Dallas,2024-06-29,337.35
4447,Louis,29,Female,Los Angeles,2023-01-12,171.76
4448,Nathan,43,Female,Los Angeles,2023-08-25,0.0
4449,Tom,48,Male,Seattle,2023-11-30,0.0
4450,Sarah,53,Male,Denver,2023-11-27,0.0
4451,Camille,37,Female,Seattle,2024-03-04,0.0
4452,Emma,26,Male,Denver,2023-03-03,1031.44
4453,Louis,56,Male,Los Angeles,2024-10-20,119.7
4454,Charlie,46,Male,Seattle,2024-03-03,1079.58
4455,Alice,18,Male,Los Angeles,2023-11-16,0.0
4456,Lucas,47,Female,Denver,2024-07-23,257.3
4457,Emma,40,Male,Denver,2023-04-05,0.0
4458,Tom,59,Female,Toulouse,2024-05-21,338.25
4459,Emma,34,Female,Houston,2023-07-10,177.9
4460,Ines,60,Female,Atlanta,2023-01-19,0.0
4461,Jules,49,Male,Phoenix,2024-03-14,533.35
4462,Chloe,32,Female,Atlanta,2023-10-10,388.89
4463,Manon,33,Female,Chicago,2023-03-15,1075.02
4464,Sarah,25,Male,Phoenix,2023-03-22,1094.01
4465,Louis,36,Male,Atlanta,2023-02-27,527.85
4466,Alice,35,Female,Denver,2023-10-05,1149.0
4467,Adam,45,Male,Philadelphia,2024-06-28,1243.79
4468,Jules,56,Female,Atlanta,2023-06-17,720.31
4469,Lea,28,Male,Houston,2024-10-13,216.6
4470,Ines,48,Female,Philadelphia,2024-02-14,847.5
4471,Charlie,49,Male,Los Angeles,2023-05-30,139.6
4472,Nathan,29,Female,Miami,2024-08-02,263.39
4473,Louis,43,Male,Toulouse,2023-08-24,184.05
4474,Sarah,18,Male,Paris,2023-10-07,186.95
4475,Jules,30,Female,Houston,2023-07-20,103.8
4476,Camille,25,Male,Atlanta,2023-08-20,0.0
4477,Tom,47,Female,New York,2024-03-01,128.65
4478,Louis,18,Female,Paris,2024-01-31,0.0
4479,Camille,47,Male,Marseille,2024-07-27,249.05
4480,Chloe,45,Female,Lyon,2024-05-03,0.0
4481,Manon,68,Female,Boston,2023-08-15,379.46
4482,Sarah,30,Female,Seattle,2023-08-30,404.15
4483,Jules,46,Male,San Antonio,2023-11-15,1158.35
4484,Camille,21,Female,Paris,2023-12-19,749.9
4485,Alice,49,Male,Denver,2023-09-15,570.35
4486,Charlie,37,Female,Houston,2023-06-25,665.71
4487,Lina,64,Female,Lyon,2023-12-04,298.5
4488,Bob,39,Female,Denver,2023-04-28,752.05
4489,Hugo,18,Female,Miami,2024-07-19,422.25
4490,Manon,47,Female,Toulouse,2024-08-31,215.5
4491,Tom,47,Male,Dallas,2023-06-11,131.93
4492,Camille,18,Female,Atlanta,2024-04-09,542.6
4493,Jules,32,Male,Denver,2024-06-26,359.96
4494,Bob,40,Female,New York,2024-03-18,0.0
4495,Nathan,37,Female,Miami,2024-02-12,0.0
4496,Grace,33,Male,Atlanta,2023-11-01,0.0
4497,Bob,41,Male,Paris,2023-02-25,776.55
4498,Charlie,18,Female,Phoenix,2023-11-30,253.9
4499,Nathan,58,Male,New York,2024-10-24,137.95
4500,Hugo,42,Female,Denver,2023-04-12,0.0
4501,Emma,42,Female,Marseille,2024-08-05,102.4
4502,Grace,33,Female,Nice,2024-10-09,144.24
4503,Lina,43,Male,Lyon,2024-04-07,923.82
4504,Nathan,37,Male,Dallas,2024-01-30,0.0
4505,Bob,37,Male,Atlanta,2023-10-03,0.0
4506,Grace,31,Male,Chicago,2023-05-13,0.0
4507,Sarah,37,Female,Philadelphia,2024-01-30,356.83
4508,Bob,45,Female,Marseille,2023-10-07,413.9
4509,Alice,23,Male,Lyon,2023-02-21,729.45
4510,Charlie,38,Male,Phoenix,2023-11-14,1150.6
4511,Adam,20,Female,Chicago,2023-08-31,882.97
4512,Lea,30,Female,Dallas,2024-03-08,659.2
4513,Charlie,63,Female,Lyon,2024-02-08,991.15
4514,Alice,37,Female,Paris,2023-02-17,1690.98
4515,Grace,22,Male,Phoenix,2023-03-10,72.12
4516,Bob,31,Female,New York,2023-07-23,203.55
4517,Grace,44,Male,Paris,2024-08-09,395.55
4518,Lea,30,Female,Denver,2024-08-24,197.5
4519,Lucas,37,Male,Miami,2024-06-14,136.2
4520,Hugo,49,Female,Dallas,2023-12-20,643.09
4521,Jules,37,Female,New York,2023-09-07,297.49
4522,Grace,36,Male,Miami,2023-08-08,794.48
4523,Charlie,40,Male,Dallas,2023-01-06,627.08
4524,Lina,62,Female,Miami,2024-06-24,257.3
4525,Noah,31,Male,Toulouse,2024-05-31,85.6
4526,Alice,42,Female,New York,2024-05-26,77.8
4527,Chloe,40,Male,New York,2024-04-03,629.16
4528,Nathan,45,Male,Houston,2024-06-10,163.4
4529,Louis,45,Female,Chicago,2023-08-17,263.86
4530,Charlie,18,Male,Atlanta,2023-11-27,1188.83
4531,Tom,27,Female,Toulouse,2024-04-08,539.4
4532,Louis,49,Male,Los Angeles,2023-04-22,774.03
4533,Camille,23,Male,Nice,2024-03-31,955.52
4534,Grace,37,Female,Lyon,2024-03-02,0.0
4535,Charlie,46,Female,Paris,2024-07-19,0.0
4536,Grace,24,Male,Chicago,2023-10-13,0.0
4537,Lucas,63,Male,Miami,2024-04-16,112.45
4538,Adam,39,Female,Atlanta,2023-09-04,733.17
4539,Chloe,36,Female,Dallas,2024-05-29,203.55
4540,Adam,30,Female,Los Angeles,2024-08-24,77.25
4541,Jules,34,Male,Dallas,2023-08-18,0.0
4542,Nathan,40,Male,Dallas,2024-09-01,72.12
4543,Hugo,52,Female,New York,2023-08-08,63.45
4544,Jules,44,Male,Lyon,2024-08-26,177.6
4545,Emma,22,Female,Seattle,2023-08-17,342.53
4546,Hugo,45,Female,San Antonio,2023-09-06,371.41
4547,Alice,38,Male,Dallas,2024-09-29,0.0
4548,Manon,42,Female,Atlanta,2024-10-06,229.3
4549,Grace,27,Female,Miami,2023-12-03,135.7
4550,Camille,34,Female,Denver,2023-09-05,279.6
4551,Manon,40,Male,Nice,2024-08-23,0.0
4552,Charlie,56,Male,Los Angeles,2023-12-26,881.1
4553,Sarah,36,Female,Los Angeles,2024-04-20,107.8
4554,Louis,41,Male,Atlanta,2024-06-26,85.84
4555,Lucas,18,Male,Phoenix,2023-09-24,197.05
4556,Alice,27,Female,New York,2023-08-24,479.4
4557,Chloe,27,Female,Chicago,2024-05-09,1103.9
4558,Grace,36,Male,Phoenix,2023-08-28,856.5
4559,Bob,39,Male,Phoenix,2023-04-14,129.9
4560,Nathan,42,Male,Boston,2023-02-19,108.4
4561,Adam,38,Female,Dallas,2024-09-27,0.0
4562,Ines,18,Female,Phoenix,2024-07-16,359.7
4563,Lucas,49,Male,Miami,2023-03-01,347.3
4564,Ines,46,Female,Seattle,2023-05-26,639.6
4565,Chloe,27,Female,Miami,2024-10-07,908.03
4566,Manon,24,Male,Philadelphia,2024-05-25,592.62
4567,Manon,38,Male,New York,2024-05-17,0.0
4568,Lina,33,Male,Marseille,2023-10-25,0.0
4569,Chloe,20,Male,Boston,2024-01-09,98.75
4570,Grace,22,Male,Toulouse,2023-07-03,191.45
4571,Bob,34,Male,New York,2024-07-15,287.6
4572,Adam,54,Male,San Antonio,2024-09-23,313.5
4573,Adam,30,Female,Chicago,2024-01-27,432.86
4574,Lucas,42,Female,Houston,2023-09-29,505.1
4575,Bob,36,Female,Houston,2024-03-07,0.0
4576,Hugo,26,Female,Dallas,2023-04-03,36.9
4577,Manon,49,Male,Phoenix,2024-10-04,0.0
4578,Lucas,64,Female,Miami,2024-07-27,158.74
4579,Louis,53,Male,Philadelphia,2023-10-29,0.0
4580,Lucas,52,Female,Phoenix,2024-08-17,0.0
4581,Bob,40,Female,Denver,2023-07-21,0.0
4582,Manon,38,Female,New York,2023-08-21,178.82
4583,Alice,29,Female,Phoenix,2024-06-26,135.75
4584,Chloe,29,Male,Marseille,2024-06-18,259.2
4585,Ines,47,Male,Nice,2024-08-04,77.25
4586,Chloe,47,Female,Marseille,2023-07-07,1117.84
4587,Jules,51,Female,Denver,2023-07-11,0.0
4588,Lucas,33,Male,Atlanta,2023-10-25,135.7
4589,Hugo,52,Female,Seattle,2023-07-15,925.4
4590,Tom,18,Female,New York,2023-10-13,525.24
4591,Lea,46,Male,Los Angeles,2023-01-19,72.4
4592,Adam,49,Male,Philadelphia,2024-01-21,1331.4
4593,Lina,63,Female,Dallas,2023-04-09,0.0
4594,Ines,38,Male,Boston,2024-07-09,59.9
4595,Lina,48,Male,San Antonio,2024-07-21,421.45
4596,Emma,23,Male,Lyon,2024-01-05,389.7
4597,Tom,57,Female,Miami,2024-06-26,0.0
4598,Emma,61,Female,Denver,2024-01-22,963.18
4599,Adam,43,Female,Atlanta,2024-10-09,239.82
4600,Hugo,27,Male,Atlanta,2023-03-08,39.76
4601,Lucas,38,Male,Toulouse,2023-11-15,463.5
4602,Lucas,39,Male,Miami,2023-08-13,1285.83
4603,Charlie,29,Female,Chicago,2024-08-06,343.8
4604,Camille,25,Male,Atlanta,2024-05-02,624.6
4605,Hugo,18,Male,Denver,2023-12-30,0.0
4606,Lucas,46,Female,Houston,2024-08-04,0.0
4607,Charlie,40,Female,Toulouse,2024-07-24,0.0
4608,Bob,19,Male,Boston,2023-05-03,0.0
4609,Hugo,35,Female,Toulouse,2024-06-19,908.65
4610,Grace,45,Male,Nice,2023-08-20,599.96
4611,Bob,50,Male,Houston,2024-07-09,134.75
4612,Sarah,43,Female,Philadelphia,2023-05-05,82.3
4613,Tom,23,Female,Miami,2024-07-04,811.54
4614,Chloe,26,Female,Denver,2023-02-28,799.59
4615,Ines,48,Female,Chicago,2023-01-15,418.0
4616,Lea,24,Male,Lyon,2023-11-09,686.61
4617,Camille,23,Male,San Antonio,2023-07-04,303.35
4618,Adam,42,Female,Boston,2024-10-13,224.9
4619,Camille,31,Female,Paris,2024-09-16,0.0
4620,Ines,30,Male,Seattle,2024-03-08,216.8
4621,Jules,44,Female,Lyon,2023-07-24,341.11
4622,Chloe,24,Male,Boston,2023-08-31,77.25
4623,Lea,52,Male,Phoenix,2023-08-13,227.64
4624,Noah,40,Female,Philadelphia,2024-08-27,0.0
4625,Adam,37,Female,Nice,2023-12-03,551.89
4626,Sarah,18,Female,Chicago,2023-05-07,0.0
4627,Camille,43,Female,San Antonio,2023-05-13,0.0
4628,Lea,35,Female,Nice,2024-02-19,0.0
4629,Lina,26,Female,Chicago,2023-11-06,72.6
4630,Noah,35,Male,Boston,2024-01-07,0.0
4631,Jules,51,Male,New York,2023-12-28,144.7
4632,Sarah,55,Female,Denver,2023-07-27,1418.48
4633,Manon,54,Female,Boston,2024-01-17,349.4
4634,Tom,38,Male,Dallas,2024-03-23,1836.0
4635,Tom,44,Male,Houston,2023-05-09,199.0
4636,Camille,22,Female,Houston,2024-01-20,0.0
4637,Manon,45,Male,New York,2023-02-12,2606.73
4638,Charlie,35,Male,Nice,2024-02-10,0.0
4639,Alice,52,Male,Chicago,2023-03-08,362.25
4640,Chloe,38,Female,Marseille,2023-10-24,105.8
4641,Noah,25,Male,Philadelphia,2023-08-09,581.09
4642,Jules,34,Female,Chicago,2023-07-29,1094.47
4643,Bob,18,Male,Chicago,2023-09-04,548.6
4644,Lucas,23,Male,Dallas,2024-08-06,45.5
4645,Sarah,34,Male,San Antonio,2024-04-21,99.99
4646,Adam,49,Male,Houston,2024-08-20,739.28
4647,Manon,18,Female,Toulouse,2024-07-26,0.0
4648,Noah,18,Female,Phoenix,2024-05-21,372.9
4649,Noah,41,Female,Lyon,2024-09-05,282.2
4650,Lea,18,Male,Houston,2024-04-17,147.1
4651,Sarah,34,Female,Phoenix,2024-05-06,385.97
4652,Sarah,27,Male,San Antonio,2023-02-11,257.3
4653,Louis,22,Male,Lyon,2023-02-24,0.0
4654,Lucas,47,Male,Toulouse,2023-10-14,684.75
4655,Camille,19,Female,Marseille,2023-02-12,0.0
4656,Ines,18,Male,Toulouse,2023-10-10,672.4
4657,Lina,18,Male,Paris,2024-06-20,451.9
4658,Nathan,52,Male,Miami,2023-03-15,79.9
4659,Grace,30,Female,San Antonio,2023-03-02,0.0
4660,Lucas,39,Male,San Antonio,2023-11-17,468.0
4661,Grace,50,Male,Paris,2023-12-10,0.0
4662,Tom,25,Male,Dallas,2023-04-16,219.9
4663,Manon,39,Male,Nice,2023-08-07,262.24
4664,Noah,30,Male,Toulouse,2023-05-10,0.0
4665,Grace,47,Female,Toulouse,2023-06-16,252.4
4666,Noah,31,Female,Chicago,2024-09-19,0.0
4667,Charlie,31,Male,Los Angeles,2024-07-01,91.25
4668,Bob,42,Female,Boston,2024-04-02,494.29
4669,Grace,31,Female,Dallas,2024-04-16,354.7
4670,Adam,44,Female,Marseille,2023-12-06,96.15
4671,Lea,31,Female,Boston,2023-10-08,0.0
4672,Sarah,39,Male,Chicago,2023-08-23,0.0
4673,Lina,45,Male,Chicago,2023-11-14,296.99
4674,Ines,33,Male,Toulouse,2023-10-20,548.0
4675,Ines,30,Female,Phoenix,2024-08-30,143.8
4676,Louis,40,Female,San Antonio,2024-04-08,212.2
4677,Adam,18,Female,San Antonio,2023-08-07,0.0
4678,Bob,42,Male,Dallas,2024-07-11,179.5
4679,Manon,43,Female,Toulouse,2024-05-06,0.0
4680,Hugo,18,Female,Seattle,2023-05-07,636.88
4681,Emma,37,Male,Marseille,2023-03-02,666.5
4682,Louis,44,Male,Toulouse,2024-10-30,0.0
4683,Chloe,25,Female,Philadelphia,2023-11-26,0.0
4684,Noah,20,Male,Nice,2024-02-03,0.0
4685,Charlie,23,Female,Toulouse,2023-05-05,268.26
4686,Charlie,27,Female,Toulouse,2024-04-21,256.3
4687,Manon,36,Male,Lyon,2024-04-23,677.79
4688,Lucas,63,Female,Paris,2024-08-06,31.9
4689,Nathan,42,Female,Denver,2023-04-17,230.8
4690,Noah,41,Male,Boston,2023-07-09,135.37
4691,Emma,45,Female,Marseille,2023-12-10,0.0
4692,Alice,37,Male,Dallas,2023-09-29,189.5
4693,Camille,36,Female,Nice,2023-08-12,0.0
4694,Sarah,27,Female,Boston,2024-06-13,609.4
4695,Hugo,24,Male,Philadelphia,2024-09-13,183.4
4696,Charlie,18,Male,Toulouse,2023-12-30,59.9
4697,Grace,32,Female,Atlanta,2023-07-09,278.25
4698,Adam,18,Female,Dallas,2023-06-04,269.15
4699,Bob,21,Female,Miami,2023-02-19,69.95
4700,Charlie,37,Male,San Antonio,2024-04-17,261.55
4701,Lucas,38,Female,Atlanta,2024-01-31,0.0
4702,Sarah,40,Female,Houston,2023-08-23,0.0
4703,Grace,41,Female,Phoenix,2023-06-22,765.0
4704,Tom,42,Male,Houston,2024-04-09,0.0
4705,Alice,41,Female,Los Angeles,2023-04-01,0.0
4706,Jules,35,Male,Atlanta,2023-08-31,1179.8
4707,Hugo,31,Female,Phoenix,2023-09-11,643.73
4708,Sarah,45,Female,Chicago,2023-07-20,988.15
4709,Noah,39,Female,Houston,2024-06-26,832.26
4710,Sarah,44,Male,San Antonio,2023-03-14,996.76
4711,Bob,50,Female,Philadelphia,2023-07-01,1658.25
4712,Ines,39,Male,Boston,2023-02-06,506.25
4713,Sarah,58,Female,Lyon,2023-05-25,0.0
4714,Louis,24,Male,Dallas,2024-08-03,210.3
4715,Noah,45,Female,Nice,2023-06-14,615.45
4716,Manon,26,Male,Philadelphia,2024-04-23,764.98
4717,Lea,31,Female,Lyon,2023-11-21,31.9
4718,Manon,42,Male,Miami,2023-05-12,65.0
4719,Nathan,33,Male,Dallas,2024-01-21,0.0
4720,Tom,26,Male,Lyon,2023-06-06,1072.24
4721,Hugo,46,Male,Atlanta,2023-04-17,609.1
4722,Hugo,43,Female,Miami,2024-02-13,291.8
4723,Jules,56,Male,Chicago,2024-06-13,517.45
4724,Noah,52,Male,San Antonio,2023-11-08,0.0
4725,Grace,29,Female,Philadelphia,2024-07-17,0.0
4726,Sarah,58,Female,Nice,2023-10-06,0.0
4727,Lina,48,Female,Philadelphia,2023-12-11,144.95
4728,Hugo,36,Male,Seattle,2024-02-24,0.0
4729,Lea,18,Female,Lyon,2023-11-17,569.27
4730,Chloe,58,Female,Seattle,2023-04-09,491.99
4731,Adam,18,Male,Seattle,2023-05-23,59.9
4732,Hugo,58,Female,Dallas,2024-05-24,0.0
4733,Lucas,56,Male,Philadelphia,2023-07-05,437.7
4734,Hugo,40,Male,New York,2024-03-26,0.0
4735,Emma,30,Female,Houston,2023-04-02,161.14
4736,Hugo,49,Male,Denver,2024-05-17,94.6
4737,Adam,38,Male,Boston,2024-01-07,39.55
4738,Manon,24,Female,Paris,2024-10-11,199.98
4739,Manon,37,Female,Toulouse,2024-01-14,0.0
4740,Manon,29,Female,Los Angeles,2024-02-02,793.86
4741,Noah,39,Female,Lyon,2023-06-06,338.6
4742,Chloe,43,Male,Chicago,2023-04-17,67.85
4743,Lucas,34,Female,Seattle,2023-06-01,0.0
4744,Bob,42,Female,Toulouse,2023-09-04,243.35
4745,Bob,37,Male,New York,2024-09-18,162.4
4746,Chloe,28,Male,Philadelphia,2023-01-12,1113.39
4747,Louis,37,Male,Marseille,2024-04-08,354.84
4748,Hugo,45,Male,Boston,2023-10-29,0.0
4749,Nathan,33,Female,Chicago,2023-12-19,94.75
4750,Emma,34,Male,Miami,2023-04-07,112.45
4751,Noah,50,Female,Denver,2024-09-15,636.67
4752,Tom,29,Male,Nice,2023-07-16,0.0
4753,Alice,36,Male,Paris,2023-11-07,194.2
4754,Manon,24,Male,Philadelphia,2024-06-23,220.6
4755,Manon,25,Male,Denver,2023-08-07,81.2
4756,Louis,18,Female,Miami,2024-02-07,458.35
4757,Hugo,50,Female,Los Angeles,2023-05-07,0.0
4758,Charlie,32,Male,San Antonio,2023-06-12,631.06
4759,Emma,18,Male,Toulouse,2024-10-24,0.0
4760,Grace,53,Male,Phoenix,2023-12-20,158.26
4761,Jules,39,Male,Miami,2024-04-06,0.0
4762,Noah,70,Male,Boston,2023-06-15,1000.11
4763,Nathan,35,Female,Los Angeles,2023-10-26,42.8
4764,Manon,40,Female,Houston,2024-08-26,674.12
4765,Jules,41,Male,Los Angeles,2023-02-15,182.5
4766,Lina,25,Female,Houston,2024-10-02,0.0
4767,Tom,24,Female,Marseille,2024-06-23,286.1
4768,Manon,36,Female,Chicago,2023-01-22,777.83
4769,Emma,62,Male,Chicago,2023-05-20,384.6
4770,Charlie,45,Female,Houston,2023-11-21,239.3
4771,Noah,22,Male,Marseille,2023-05-05,261.8
4772,Grace,29,Female,Los Angeles,2024-03-05,0.0
4773,Lucas,22,Male,Denver,2023-09-06,829.16
4774,Emma,43,Female,Dallas,2023-11-01,243.6
4775,Sarah,41,Female,Paris,2024-03-01,0.0
4776,Camille,49,Male,Phoenix,2023-09-14,917.34
4777,Tom,31,Male,Atlanta,2024-05-04,216.8
4778,Chloe,42,Female,Nice,2023-12-28,228.55
4779,Emma,45,Male,Paris,2023-09-11,0.0
4780,Grace,26,Female,Philadelphia,2024-10-03,425.06
4781,Nathan,51,Female,Houston,2023-04-17,1111.76
4782,Lina,18,Male,San Antonio,2023-02-21,2065.7
4783,Manon,43,Female,Paris,2024-10-21,34.75
4784,Louis,44,Male,Philadelphia,2023-11-28,481.3
4785,Lea,18,Male,Los Angeles,2023-05-16,2352.21
4786,Grace,36,Female,Philadelphia,2023-12-01,512.5
4787,Jules,29,Male,Los Angeles,2024-02-14,0.0
4788,Tom,52,Male,Denver,2024-07-01,755.55
4789,Grace,64,Female,Marseille,2024-01-15,254.89
4790,Chloe,27,Male,Philadelphia,2023-02-12,397.16
4791,Nathan,44,Female,Houston,2024-03-01,117.9
4792,Louis,33,Male,Dallas,2024-03-07,427.98
4793,Ines,40,Male,Marseille,2024-05-20,0.0
4794,Adam,45,Male,Denver,2024-08-12,587.65
4795,Noah,33,Female,Paris,2024-04-17,119.9
4796,Chloe,18,Male,Miami,2023-01-25,0.0
4797,Emma,46,Female,Houston,2023-10-14,127.38
4798,Tom,55,Female,Toulouse,2023-05-26,0.0
4799,Grace,36,Male,Chicago,2023-06-02,0.0
4800,Lucas,18,Male,Denver,2024-08-05,145.9
4801,Hugo,22,Male,Marseille,2023-11-24,0.0
4802,Camille,34,Male,Marseille,2024-06-04,0.0
4803,Manon,46,Male,New York,2024-05-17,237.8
4804,Nathan,32,Female,Seattle,2023-03-02,0.0
4805,Camille,25,Male,Phoenix,2024-02-02,119.8
4806,Sarah,19,Male,Atlanta,2024-07-31,263.86
4807,Ines,34,Female,Dallas,2023-01-09,473.55
4808,Charlie,20,Female,San Antonio,2023-03-20,0.0
4809,Louis,34,Male,Chicago,2023-12-13,92.45
4810,Bob,51,Female,New York,2024-09-03,0.0
4811,Ines,40,Female,Lyon,2024-02-05,250.55
4812,Alice,32,Male,Chicago,2024-04-27,598.8
4813,Lina,30,Male,Nice,2024-06-24,45.6
4814,Noah,24,Female,Miami,2023-11-06,195.65
4815,Noah,21,Female,Chicago,2024-01-11,68.45
4816,Charlie,38,Female,Los Angeles,2023-10-05,438.15
4817,Adam,18,Male,Los Angeles,2023-03-04,0.0
4818,Louis,18,Male,Lyon,2024-08-06,399.89
4819,Ines,42,Female,Chicago,2023-03-12,270.6
4820,Lina,23,Male,Seattle,2024-01-20,0.0
4821,Ines,52,Male,Denver,2023-04-13,89.35
4822,Jules,43,Male,Seattle,2024-03-03,854.69
4823,Lea,41,Male,Phoenix,2024-09-21,99.8
4824,Bob,45,Male,Los Angeles,2023-11-16,231.2
4825,Manon,46,Female,Marseille,2024-05-28,0.0
4826,Jules,28,Male,New York,2023-06-25,120.5
4827,Lina,58,Female,Denver,2024-06-25,191.64
4828,Tom,30,Female,Denver,2023-01-10,283.07
4829,Hugo,29,Male,Philadelphia,2024-05-19,0.0
4830,Hugo,50,Female,Los Angeles,2024-01-26,94.6
4831,Lina,33,Female,Miami,2023-02-22,423.25
4832,Jules,25,Male,Chicago,2024-04-30,287.78
4833,Hugo,24,Female,Toulouse,2024-04-03,126.8
4834,Noah,31,Female,Nice,2023-09-21,95.0
4835,Jules,34,Female,Marseille,2024-07-01,1007.6
4836,Jules,21,Male,Paris,2023-05-30,267.26
4837,Chloe,23,Male,Dallas,2024-08-02,0.0
4838,Adam,28,Female,Toulouse,2023-07-28,778.3
4839,Manon,38,Female,Miami,2024-05-01,299.98
4840,Emma,61,Male,Denver,2024-03-08,25.5
4841,Bob,25,Female,Denver,2024-05-20,258.8
4842,Louis,18,Female,Boston,2023-07-11,257.3
4843,Camille,24,Male,San Antonio,2024-04-03,678.92
4844,Camille,45,Female,Lyon,2024-08-13,395.06
4845,Grace,37,Male,Dallas,2023-04-19,103.35
4846,Lucas,41,Female,New York,2024-01-08,0.0
4847,Lina,22,Female,Phoenix,2024-10-08,1431.46
4848,Alice,38,Male,Miami,2023-11-26,0.0
4849,Lina,32,Male,Atlanta,2023-04-21,194.4
4850,Louis,21,Female,Paris,2023-05-29,1228.62
4851,Louis,32,Male,Toulouse,2023-02-24,0.0
4852,Bob,59,Male,Chicago,2023-10-31,337.3
4853,Adam,18,Male,Miami,2023-07-05,0.0
4854,Emma,54,Female,Boston,2023-12-26,0.0
4855,Ines,39,Male,Toulouse,2024-04-23,0.0
4856,Hugo,29,Female,Chicago,2024-06-26,0.0
4857,Noah,41,Female,Dallas,2023-12-14,264.4
4858,Sarah,51,Female,Los Angeles,2023-05-29,249.7
4859,Jules,36,Female,Denver,2023-07-26,0.0
4860,Grace,32,Female,Los Angeles,2023-02-03,48.75
4861,Alice,19,Female,Chicago,2023-10-26,174.6
4862,Louis,50,Male,Phoenix,2023-02-07,77.8
4863,Sarah,35,Female,Philadelphia,2023-01-16,56.07
4864,Grace,44,Male,Atlanta,2023-06-08,0.0
4865,Louis,48,Female,Chicago,2023-06-23,879.6
4866,Louis,23,Female,Chicago,2023-06-20,1345.95
4867,Louis,43,Male,Paris,2024-07-27,668.41
4868,Nathan,29,Male,Atlanta,2023-03-14,87.34
4869,Hugo,50,Female,Seattle,2023-09-04,0.0
4870,Ines,31,Male,Toulouse,2024-02-26,131.12
4871,Alice,40,Female,Chicago,2024-02-02,159.6
4872,Hugo,45,Female,Philadelphia,2023-01-07,172.75
4873,Tom,35,Male,Paris,2024-01-21,529.05
4874,Tom,26,Male,Toulouse,2023-10-12,0.0
4875,Grace,46,Male,Paris,2023-03-04,35.56
4876,Camille,31,Male,Seattle,2023-11-23,491.14
4877,Noah,55,Female,Lyon,2023-11-21,0.0
4878,Tom,57,Female,Toulouse,2024-05-07,536.58
4879,Charlie,44,Female,Chicago,2023-06-13,192.3
4880,Lina,45,Male,Paris,2023-06-19,51.4
4881,Chloe,20,Female,Philadelphia,2024-06-28,317.27
4882,Lina,32,Female,Marseille,2024-01-18,560.5
4883,Lucas,51,Female,Houston,2024-01-24,73.55
4884,Lucas,45,Male,Philadelphia,2024-06-11,0.0
4885,Lea,53,Female,San Antonio,2023-03-26,1123.51
4886,Lina,45,Male,Paris,2024-04-07,145.43
4887,Louis,57,Male,New York,2023-01-01,907.08
4888,Lina,53,Male,Miami,2023-03-10,169.8
4889,Hugo,52,Male,Dallas,2023-10-27,0.0
4890,Alice,38,Female,Miami,2023-04-20,400.85
4891,Manon,55,Male,San Antonio,2023-07-26,309.38
4892,Adam,47,Female,Dallas,2024-10-10,0.0
4893,Tom,39,Male,Seattle,2023-06-26,0.0
4894,Hugo,56,Female,Atlanta,2023-03-03,338.02
4895,Grace,23,Female,Phoenix,2023-03-07,1087.22
4896,Sarah,47,Male,Dallas,2024-10-25,286.7
4897,Manon,27,Male,Toulouse,2024-05-15,98.75
4898,Ines,31,Female,Boston,2024-09-19,128.65
4899,Tom,23,Male,Boston,2023-02-25,248.35
4900,Grace,34,Female,Toulouse,2024-06-04,110.59
